InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C543158,10096,FLORAL MUG,-6,2024-06-21 08:14:11,0.0,12133,Netherlands
536423,10079,WOODEN CANDLE HOLDER,22,2024-02-21 15:02:15,31.37,12159,United Kingdom
544530,10037,STRIPED TEA TOWEL,8,2024-08-20 03:43:46,38.32,12146,Belgium
538022,10015,WOODEN BUILDING BLOCKS,20,2024-09-07 23:27:43,32.09,12256,France
540687,10012,STRIPED NIGHT LIGHT,21,2023-08-11 21:31:05,29.22,12204,United Kingdom
544485,10031,CLASSIC PLANT POT,4,2024-12-10 00:02:19,36.27,12546,United Kingdom
538790,10150,CERAMIC GREETING CARD,14,2023-01-03 22:49:42,42.79,12232,Ireland
545967,10092,RUSTIC CAKE STAND,22,2024-10-29 02:38:33,37.27,12491,United Kingdom
C537431,10114,VINTAGE CAKE STAND,-20,2023-07-11 01:51:49,35.68,12373,Belgium
537865,10013,VINTAGE FAIRY LIGHTS,10,2023-11-06 16:09:52,33.34,12641,Spain
539055,10156,PASTEL TOY CAR,9,2023-03-29 07:46:41,33.43,12118,Spain
546838,10085,CLASSIC GARDEN SIGN,24,2024-04-13 06:32:19,5.94,12262,France
543821,10043,RUSTIC TOY CAR,11,2023-09-15 10:05:11,13.87,12619,Germany
538469,10142,WOODEN CAKE STAND,22,2024-12-27 23:57:20,4.66,12531,United Kingdom
543179,10186,FLORAL GREETING CARD,24,2024-02-25 05:13:58,44.11,12376,United Kingdom
538535,10227,VINTAGE WALL ART,8,2024-12-29 11:06:55,44.56,12666,United Kingdom
C543158,10051,RETRO PHOTO FRAME,-10,2024-06-21 08:14:11,26.12,12133,Netherlands
546859,10217,WOODEN TOY CAR,4,2024-05-24 12:38:19,15.16,12379,Spain
536625,10101,MODERN WALL CLOCK,24,2023-12-27 12:33:50,46.28,12317,United Kingdom
542530,10198,MODERN BUILDING BLOCKS,12,2024-07-17 14:32:34,29.82,12624,France
537186,10228,PASTEL LANTERN,8,2023-09-13 20:54:28,0.0,12285,France
547265,10158,FLORAL MUG,22,2023-10-23 05:13:59,19.48,12401,Australia
537406,10075,CERAMIC PLANT POT,8,2024-07-26 11:24:23,33.15,12420,United Kingdom
546244,10030,WOODEN TOY CAR,9,2023-08-11 00:03:26,26.85,12557,Italy
540189,10065,FLORAL VASE,9,2023-03-22 22:42:54,46.38,12653,France
538259,10114,VINTAGE CAKE STAND,16,2024-05-01 02:46:13,35.68,12704,United Kingdom
538132,10070,VINTAGE LANTERN,11,2024-03-07 23:23:58,3.31,12522,Germany
540486,10126,CLASSIC TABLE LAMP,17,2024-07-02 02:28:13,5.02,12023,France
542159,10212,PASTEL BUILDING BLOCKS,5,2024-09-03 11:05:02,49.5,12703,United Kingdom
542756,10146,STRIPED SPINNING TOP,24,2024-12-05 22:41:09,27.51,12464,Ireland
536969,10040,VINTAGE PENCIL CASE,22,2024-11-06 20:02:35,12.69,12793,United Kingdom
544700,10041,RETRO PLANT POT,24,2023-04-13 05:38:50,36.82,12265,Portugal
538275,10134,MODERN TEA TOWEL,9,2023-04-16 04:10:50,26.3,12709,Canada
540630,10234,WOODEN WOODEN TOY,19,2024-04-21 15:34:55,17.95,12241,United Kingdom
545896,10086,RETRO CAKE STAND,24,2024-07-22 23:10:59,44.57,12409,United Kingdom
537992,10095,METAL STICKER SET,15,2023-09-12 15:42:57,8.13,12337,Italy
541455,10124,WOODEN GIFT WRAP,12,2023-01-04 17:41:37,22.58,12717,United Kingdom
542775,10227,VINTAGE WALL ART,6,2023-06-17 20:41:16,44.56,12104,Ireland
541898,10188,MINI MUG,11,2023-06-19 05:57:27,36.23,12706,United Kingdom
541832,10084,VINTAGE NIGHT LIGHT,20,2024-01-07 19:24:13,33.67,12105,Spain
540641,10017,MODERN LANTERN,15,2024-11-11 15:17:11,46.88,12326,United Kingdom
542913,10024,RUSTIC SPINNING TOP,15,2024-03-11 03:16:32,13.87,12151,France
541156,10085,CLASSIC GARDEN SIGN,19,2024-03-09 00:26:03,5.94,12157,Italy
539772,10094,METAL WALL CLOCK,18,2024-03-29 17:29:35,2.62,12216,Netherlands
544427,10127,STRIPED WIND CHIME,12,2023-09-30 21:08:44,5.44,12570,United Kingdom
537425,10140,WOODEN STRING LIGHTS,8,2024-12-24 10:51:24,13.59,12464,Ireland
537227,10098,STRIPED FAIRY LIGHTS,5,2023-04-11 13:36:11,39.18,12194,France
537191,10240,CERAMIC BIRD FEEDER,5,2024-02-25 20:04:58,3.51,12098,Italy
538454,10122,VINTAGE TOY CAR,16,2024-03-06 14:13:43,15.78,12352,United Kingdom
540929,10146,STRIPED SPINNING TOP,10,2023-12-28 04:14:42,27.51,12270,United Kingdom
541566,10168,RUSTIC FAIRY LIGHTS,10,2023-12-26 13:31:42,48.26,,United Kingdom
545352,10126,CLASSIC TABLE LAMP,23,2023-11-24 13:11:41,5.02,,France
546491,10174,STRIPED PLANT POT,15,2023-01-19 02:57:56,27.03,12138,Norway
542743,10118,METAL PHOTO FRAME,11,2023-06-15 20:29:45,16.05,12114,Ireland
546864,10020,MINI STICKER SET,9,2024-03-16 17:02:41,34.49,,Portugal
536883,10196,STRIPED WALL CLOCK,5,2023-03-25 18:34:07,6.72,12519,Netherlands
537459,10130,RETRO TOY CAR,22,2023-12-19 04:47:31,23.23,12438,United Kingdom
546626,10033,FLORAL NOTEBOOK,6,2023-10-03 09:48:30,22.21,12671,France
537209,10032,FLORAL NIGHT LIGHT,2,2024-06-10 06:13:53,38.62,12294,United Kingdom
545960,10240,CERAMIC BIRD FEEDER,23,2024-04-24 10:59:07,3.51,12250,Portugal
542536,10061,METAL VASE,12,2024-03-13 03:03:56,5.66,12640,Germany
539804,10012,STRIPED NIGHT LIGHT,23,2023-11-05 01:02:11,29.22,12254,United Kingdom
538522,10193,METAL TOY CAR,18,2024-01-05 07:15:47,17.74,12041,United Kingdom
537713,10181,FLORAL NIGHT LIGHT,16,2023-05-06 16:49:41,16.69,,France
546543,10085,CLASSIC GARDEN SIGN,4,2023-11-07 08:54:24,5.94,12762,Netherlands
546803,10235,CLASSIC GREETING CARD,20,2024-05-10 09:22:50,5.99,12698,Spain
536807,10030,WOODEN TOY CAR,18,2023-10-01 08:57:02,26.85,12463,Switzerland
545912,10072,RUSTIC PLANT POT,20,2023-05-08 07:51:03,4.22,12622,Ireland
547217,10147,MINI WOODEN TOY,12,2024-12-05 16:48:22,41.78,12680,United Kingdom
546861,10007,STRIPED BAKING TIN,15,2023-02-18 10:54:37,14.5,12111,France
542771,10233,PASTEL PENCIL CASE,19,2024-08-06 08:40:43,22.27,12125,France
543612,10092,RUSTIC CAKE STAND,8,2024-07-20 13:07:46,37.27,12142,Ireland
537678,10112,CERAMIC GREETING CARD,5,2024-03-31 19:55:37,30.64,12533,United Kingdom
541856,10176,CERAMIC NOTEBOOK,15,2023-07-24 16:10:28,41.26,12480,Netherlands
546234,10094,METAL WALL CLOCK,24,2024-09-22 19:13:43,2.62,12154,United Kingdom
546304,10237,METAL GIFT WRAP,1,2024-06-14 19:28:41,2.65,12642,Canada
546937,10203,CLASSIC TABLE LAMP,19,2023-11-07 09:11:36,43.53,12521,Spain
542948,10208,RUSTIC FAIRY LIGHTS,22,2023-11-26 12:25:47,0.0,12244,United Kingdom
546632,10058,MINI NOTEBOOK,19,2023-06-16 03:41:34,10.26,12240,Norway
544357,10233,PASTEL PENCIL CASE,22,2024-02-02 04:28:44,22.27,12505,United Kingdom
538174,10122,VINTAGE TOY CAR,6,2024-12-29 23:08:23,15.78,12737,Belgium
541147,10197,MINI WATERING CAN,23,2023-05-05 14:14:30,11.48,12074,Spain
539432,10221,RETRO BAKING TIN,7,2024-05-10 06:20:35,27.61,12444,Australia
537928,10201,MODERN NOTEBOOK,22,2024-08-12 04:29:22,27.1,12123,United Kingdom
542801,10061,METAL VASE,2,2024-10-18 02:40:49,5.66,12278,Ireland
547273,10155,PASTEL PUZZLE,13,2023-11-03 02:23:22,27.1,12472,Spain
538597,10023,MINI GARDEN SIGN,8,2024-12-20 14:02:40,33.06,12309,United Kingdom
538563,10190,WOODEN STRING LIGHTS,10,2023-11-26 15:28:14,39.81,12720,United Kingdom
536418,10021,VINTAGE WALL CLOCK,12,2024-11-16 04:25:34,40.41,12135,Spain
538158,10034,MODERN WOODEN TOY,7,2023-10-16 12:35:14,43.89,12322,USA
537959,10236,CERAMIC CAKE STAND,13,2024-05-13 09:50:01,34.94,12232,Ireland
538423,10012,STRIPED NIGHT LIGHT,4,2024-08-15 09:45:47,29.22,12168,Italy
C541591,10102,FLORAL PUZZLE,-14,2024-10-07 22:27:42,8.67,12671,France
541478,10051,RETRO PHOTO FRAME,2,2024-08-29 19:21:37,26.12,12564,United Kingdom
546712,10131,MINI NIGHT LIGHT,16,2023-06-18 11:21:40,36.15,12503,United Kingdom
543816,10051,RETRO PHOTO FRAME,6,2024-09-25 02:44:36,26.12,12733,United Kingdom
545197,10025,METAL LUNCH BOX,21,2023-10-02 14:21:55,13.76,12676,Portugal
537007,10189,MINI TOY CAR,20,2024-03-29 06:31:47,34.79,12699,United Kingdom
545986,10057,VINTAGE FAIRY LIGHTS,6,2023-09-13 02:29:03,20.63,12023,France
538003,10081,RUSTIC GARDEN SIGN,3,2023-07-07 03:13:21,46.71,12184,Norway
536519,10138,MODERN TOY CAR,6,2024-12-27 03:00:29,44.68,12553,Belgium
544778,10081,RUSTIC GARDEN SIGN,-4,2023-02-16 14:14:25,46.71,12008,Sweden
545421,10185,WOODEN PENCIL CASE,1,2023-12-09 08:28:41,11.27,12002,United Kingdom
538772,10177,STRIPED VASE,3,2024-08-29 17:03:52,32.08,12342,Italy
537415,10155,PASTEL PUZZLE,17,2023-10-13 17:29:23,27.1,12002,United Kingdom
543223,10236,CERAMIC CAKE STAND,23,2023-11-03 12:17:55,34.94,12359,United Kingdom
543247,10080,RETRO PLANT POT,17,2023-04-09 07:55:45,27.27,,Portugal
543977,10241,PASTEL GARDEN SIGN,1,2023-03-20 00:12:27,38.02,12696,United Kingdom
545358,10069,MODERN WALL ART,15,2024-10-13 00:26:37,27.49,12771,United Kingdom
537771,10080,RETRO PLANT POT,16,2024-05-28 02:08:37,27.27,12303,United Kingdom
542126,10111,RETRO NOTEBOOK,22,2024-08-10 13:49:34,30.17,,United Kingdom
540654,10051,RETRO PHOTO FRAME,3,2023-08-11 09:54:27,26.12,12467,France
537919,10098,STRIPED FAIRY LIGHTS,5,2024-02-10 13:35:13,39.18,12371,Germany
544577,10184,VINTAGE BUILDING BLOCKS,13,2024-02-08 12:09:54,25.14,12195,United Kingdom
544800,10060,MINI GIFT WRAP,3,2024-05-21 10:48:13,43.82,12713,United Kingdom
543321,10092,RUSTIC CAKE STAND,17,2023-02-01 07:49:33,37.27,12075,Sweden
537059,10020,MINI STICKER SET,11,2024-11-26 04:27:58,34.49,12574,France
540324,10236,CERAMIC CAKE STAND,2,2023-02-16 20:21:49,34.94,12514,Italy
543049,10062,VINTAGE NIGHT LIGHT,7,2023-03-03 11:38:15,48.47,12719,Portugal
537901,10002,RETRO NIGHT LIGHT,13,2024-03-27 18:49:08,29.87,12775,France
546366,10067,CLASSIC NIGHT LIGHT,2,2023-02-24 08:06:31,36.15,12701,Germany
546948,10179,PASTEL GARDEN SIGN,21,2024-05-01 19:49:45,40.56,12182,Sweden
546155,10130,RETRO TOY CAR,24,2023-06-26 14:50:56,23.23,12535,Switzerland
545293,10156,PASTEL TOY CAR,19,2024-05-05 14:08:41,33.43,12440,France
538699,10150,CERAMIC GREETING CARD,14,2023-12-27 03:04:30,42.79,12456,France
537410,10163,VINTAGE FAIRY LIGHTS,11,2024-06-24 21:22:54,47.51,12173,Germany
541247,10082,STRIPED WALL CLOCK,7,2023-04-05 22:51:37,14.85,12230,United Kingdom
537675,10162,MINI PHOTO FRAME,17,2023-07-19 18:06:05,32.8,12023,France
542677,10217,WOODEN TOY CAR,1,2023-07-29 21:07:53,15.16,12295,Germany
540414,10147,MINI WOODEN TOY,20,2024-11-05 15:07:03,41.78,12714,Italy
543394,10164,PASTEL MUG,11,2023-10-10 09:06:11,8.34,,United Kingdom
540820,10204,VINTAGE WOODEN TOY,2,2023-05-04 22:12:40,29.06,12647,Belgium
541610,10243,FLORAL WATERING CAN,15,2023-06-19 01:56:58,22.38,12564,United Kingdom
536772,10018,PASTEL FAIRY LIGHTS,16,2024-06-24 16:39:52,32.05,12026,United Kingdom
539612,10013,VINTAGE FAIRY LIGHTS,12,2023-01-29 06:54:27,33.34,12050,Germany
537171,10078,WOODEN CAKE STAND,11,2023-09-02 11:19:14,16.39,12318,Spain
541109,10079,WOODEN CANDLE HOLDER,13,2024-07-19 13:03:09,31.37,12082,United Kingdom
541023,10229,CLASSIC WALL CLOCK,11,2024-05-08 12:24:36,41.93,12386,United Kingdom
542790,10053,PASTEL NIGHT LIGHT,2,2024-11-01 12:17:21,24.08,12361,Portugal
541528,10178,CERAMIC PUZZLE,20,2024-07-18 05:39:51,9.51,12658,Netherlands
544577,10053,PASTEL NIGHT LIGHT,13,2024-02-08 12:09:54,24.08,12195,United Kingdom
540532,10104,MINI PUZZLE,7,2024-01-11 09:55:55,40.98,12165,Belgium
538096,10208,RUSTIC FAIRY LIGHTS,1,2023-04-17 17:06:04,8.18,12290,Switzerland
544830,10170,CERAMIC BIRD FEEDER,10,2024-02-26 00:15:35,47.11,12166,USA
541368,10177,STRIPED VASE,23,2023-02-20 00:05:47,32.08,12185,United Kingdom
544268,10101,MODERN WALL CLOCK,17,2023-07-14 16:35:38,46.28,12778,United Kingdom
541525,10093,METAL BIRD FEEDER,22,2023-08-25 12:14:45,1.33,12365,United Kingdom
542413,10020,MINI STICKER SET,23,2023-05-29 21:22:01,34.49,12445,Ireland
539948,10071,METAL TOY CAR,22,2024-10-27 23:04:56,8.59,12043,Ireland
543239,10052,MINI GIFT WRAP,6,2024-02-08 12:07:13,27.35,12474,Germany
C544676,10191,MINI PHOTO FRAME,-24,2024-10-10 10:37:52,20.72,12265,Portugal
C547389,10151,MODERN TOY CAR,-12,2023-12-01 12:33:20,36.95,12050,Germany
539349,10069,MODERN WALL ART,20,2024-04-28 06:11:13,27.49,12379,Spain
541945,10187,METAL LANTERN,16,2023-08-01 10:32:42,1.35,12550,United Kingdom
543827,10122,VINTAGE TOY CAR,11,2023-05-16 01:06:38,15.78,12270,United Kingdom
542970,10122,VINTAGE TOY CAR,2,2024-11-27 21:09:05,15.78,12209,USA
544891,10183,PASTEL BAKING TIN,5,2024-06-08 10:25:01,30.84,12220,United Kingdom
546701,10226,METAL STICKER SET,17,2023-09-18 15:34:50,25.12,12528,France
545453,10008,RETRO CAKE STAND,11,2024-03-21 05:05:15,5.41,12644,United Kingdom
538527,10064,VINTAGE BAKING TIN,13,2024-01-05 03:22:12,8.94,12562,Canada
537540,10231,PASTEL LANTERN,23,2024-05-12 03:08:04,2.83,12329,United Kingdom
542257,10041,RETRO PLANT POT,8,2024-11-18 14:28:39,36.82,12247,Spain
539668,10070,VINTAGE LANTERN,20,2024-02-24 07:59:55,3.31,12075,Sweden
546434,10219,CLASSIC WOODEN TOY,22,2024-08-21 22:51:22,12.32,,Germany
544259,10096,FLORAL MUG,10,2024-04-12 12:27:21,18.77,12697,United Kingdom
543321,10235,CLASSIC GREETING CARD,22,2023-02-01 07:49:33,5.99,12075,Sweden
542101,10007,STRIPED BAKING TIN,7,2023-07-12 04:57:27,14.5,12195,United Kingdom
546492,10096,FLORAL MUG,21,2023-11-27 15:20:38,18.77,12105,Spain
540327,10155,PASTEL PUZZLE,4,2024-06-03 23:01:52,27.1,12379,Spain
541799,10014,MINI NOTEBOOK,5,2024-10-13 00:49:19,43.43,12441,Belgium
542174,10007,STRIPED BAKING TIN,2,2024-12-19 19:27:55,14.5,12151,France
545838,10046,WOODEN LANTERN,21,2024-01-18 04:30:30,45.06,12234,Portugal
544972,10147,MINI WOODEN TOY,13,2023-05-02 10:15:58,41.78,12618,Italy
536500,10196,STRIPED WALL CLOCK,8,2023-11-30 04:19:27,6.72,,United Kingdom
544558,10210,CERAMIC WALL ART,1,2023-10-30 15:23:12,30.64,12092,Norway
537828,10157,RUSTIC VASE,18,2024-08-14 01:29:57,43.45,12178,Australia
542366,10023,MINI GARDEN SIGN,16,2024-06-22 00:01:59,33.06,,Portugal
546133,10096,FLORAL MUG,1,2024-11-21 07:28:30,18.77,12599,United Kingdom
546497,10226,METAL STICKER SET,9,2023-03-09 00:56:04,25.12,12210,United Kingdom
539432,10014,MINI NOTEBOOK,18,2024-05-10 06:20:35,43.43,12444,Australia
542737,10033,FLORAL NOTEBOOK,15,2024-09-01 00:38:18,22.21,,Ireland
546296,10176,CERAMIC NOTEBOOK,22,2024-04-21 03:07:34,41.26,12730,Portugal
541932,10167,PASTEL PENCIL CASE,24,2023-08-17 11:48:00,30.69,12641,Spain
543611,10125,WOODEN LUNCH BOX,24,2024-09-21 09:10:11,39.85,12756,United Kingdom
537508,10184,VINTAGE BUILDING BLOCKS,11,2024-08-30 23:38:04,25.14,12484,Germany
542509,10070,VINTAGE LANTERN,5,2023-09-16 08:44:42,3.31,12330,Switzerland
545195,10057,VINTAGE FAIRY LIGHTS,3,2023-07-31 10:54:05,20.63,12315,United Kingdom
536760,10098,STRIPED FAIRY LIGHTS,18,2024-09-09 00:30:35,39.18,12062,United Kingdom
539311,10163,VINTAGE FAIRY LIGHTS,2,2024-05-22 15:40:02,47.51,12711,United Kingdom
543768,10160,CERAMIC BUILDING BLOCKS,14,2024-07-06 10:48:22,13.25,12513,United Kingdom
536987,10134,MODERN TEA TOWEL,17,2024-07-25 06:37:05,26.3,12062,United Kingdom
544099,10233,PASTEL PENCIL CASE,12,2024-08-17 13:55:33,22.27,12623,United Kingdom
540008,10085,CLASSIC GARDEN SIGN,23,2023-03-19 06:00:42,5.94,12285,France
541792,10151,MODERN TOY CAR,12,2023-02-14 10:28:19,36.95,12578,United Kingdom
546177,10237,METAL GIFT WRAP,3,2023-05-22 13:27:09,2.65,12377,Netherlands
544662,10176,CERAMIC NOTEBOOK,23,2024-12-23 12:24:53,41.26,12122,Belgium
536930,10219,CLASSIC WOODEN TOY,18,2023-12-27 17:39:52,12.32,12487,United Kingdom
545309,10070,VINTAGE LANTERN,23,2024-05-18 22:46:03,3.31,12618,Italy
538168,10144,RUSTIC PLANT POT,24,2024-03-09 10:40:30,8.26,12319,Belgium
537352,10246,VINTAGE STICKER SET,14,2023-06-09 04:41:26,27.99,12640,Germany
536539,10036,CLASSIC PHOTO FRAME,23,2023-09-15 18:37:49,25.8,12023,France
541211,10134,MODERN TEA TOWEL,22,2024-11-18 21:47:27,26.3,12367,Netherlands
539974,10218,MODERN CAKE STAND,4,2024-04-28 21:58:17,14.74,12029,Ireland
541724,10221,RETRO BAKING TIN,3,2023-12-05 17:25:36,27.61,12627,Germany
538224,10219,CLASSIC WOODEN TOY,15,2024-11-06 07:19:04,12.32,12688,Australia
538293,10238,FLORAL PHOTO FRAME,17,2023-10-16 22:11:26,16.74,12541,United Kingdom
547012,10095,METAL STICKER SET,2,2024-03-10 15:55:22,8.13,12121,Netherlands
544423,10243,FLORAL WATERING CAN,18,2023-03-25 13:44:33,22.38,12052,United Kingdom
538229,10126,CLASSIC TABLE LAMP,1,2023-05-31 03:23:34,5.02,12376,United Kingdom
544047,10181,FLORAL NIGHT LIGHT,5,2023-07-23 15:22:50,16.69,12513,United Kingdom
546916,10051,RETRO PHOTO FRAME,9,2023-06-28 17:46:19,26.12,12269,USA
543213,10026,PASTEL BIRD FEEDER,16,2023-04-20 09:57:14,20.48,12030,United Kingdom
539109,10122,VINTAGE TOY CAR,1,2023-03-14 20:38:46,15.78,,United Kingdom
546591,10119,CERAMIC BUILDING BLOCKS,3,2023-12-16 09:11:30,35.11,12737,Belgium
540495,10197,MINI WATERING CAN,5,2023-12-20 11:58:13,11.48,12786,Spain
537777,10198,MODERN BUILDING BLOCKS,22,2024-10-21 14:23:18,29.82,12342,Italy
537407,10191,MINI PHOTO FRAME,20,2024-08-07 10:31:56,20.72,12555,France
539756,10099,MODERN TOY CAR,10,2024-01-07 01:56:48,8.44,12022,United Kingdom
542656,10190,WOODEN STRING LIGHTS,23,2024-09-14 06:13:00,39.81,12691,Belgium
541311,10110,RUSTIC PHOTO FRAME,19,2023-06-15 04:36:55,29.38,12064,Belgium
543035,10035,RUSTIC STICKER SET,4,2023-06-12 08:04:51,25.8,12023,France
543474,10206,WOODEN PHOTO FRAME,2,2023-12-02 05:10:19,6.46,12694,Italy
543696,10191,MINI PHOTO FRAME,14,2024-05-15 01:11:35,20.72,12657,Germany
543255,10103,CERAMIC FAIRY LIGHTS,16,2023-01-06 09:33:16,43.71,12100,Netherlands
538525,10230,VINTAGE WIND CHIME,10,2024-02-22 22:46:58,49.97,,USA
543253,10202,VINTAGE NOTEBOOK,21,2023-02-04 20:11:34,28.04,12244,United Kingdom
546364,10086,RETRO CAKE STAND,2,2024-02-25 01:30:35,44.57,12301,Germany
539626,10137,METAL NIGHT LIGHT,13,2024-09-12 19:43:57,30.11,12040,France
545758,10010,METAL VASE,7,2023-05-18 21:31:57,6.98,12593,United Kingdom
543868,10033,FLORAL NOTEBOOK,6,2024-03-13 17:17:12,22.21,12596,Switzerland
540566,10030,WOODEN TOY CAR,22,2024-08-13 03:59:39,26.85,12678,United Kingdom
546852,10220,CLASSIC STICKER SET,9,2024-12-07 14:13:01,40.35,12454,United Kingdom
541601,10120,MINI WATERING CAN,10,2023-05-03 15:49:00,21.51,12048,Germany
537057,10020,MINI STICKER SET,23,2023-02-08 02:53:36,34.49,12237,Sweden
C543348,10012,STRIPED NIGHT LIGHT,-21,2024-06-01 06:02:46,29.22,12502,Sweden
538144,10026,PASTEL BIRD FEEDER,5,2023-10-21 07:20:41,20.48,12027,United Kingdom
543535,10183,PASTEL BAKING TIN,8,2024-03-24 16:47:37,30.84,12467,France
537489,10124,WOODEN GIFT WRAP,9,2024-03-28 21:21:38,22.58,12253,United Kingdom
538339,10064,VINTAGE BAKING TIN,6,2024-12-06 10:06:38,8.94,12184,Norway
545040,10162,MINI PHOTO FRAME,15,2024-04-10 06:37:51,32.8,12041,United Kingdom
538030,10248,WOODEN WALL CLOCK,18,2024-09-23 21:31:57,46.68,12040,France
538917,10044,MINI BIRD FEEDER,3,2023-10-16 16:01:28,46.5,12154,United Kingdom
544914,10131,MINI NIGHT LIGHT,3,2023-09-05 12:33:00,36.15,12010,Italy
537351,10192,CLASSIC CAKE STAND,11,2023-11-30 12:17:00,29.43,,United Kingdom
539221,10025,METAL LUNCH BOX,24,2023-11-24 02:58:55,13.76,12667,United Kingdom
543352,10211,METAL WATERING CAN,7,2024-02-27 13:35:00,19.54,12184,Norway
547178,10089,METAL LANTERN,19,2023-12-02 06:45:01,24.86,12786,Spain
537234,10126,CLASSIC TABLE LAMP,17,2024-05-16 11:09:55,5.02,,United Kingdom
536807,10013,VINTAGE FAIRY LIGHTS,15,2023-10-01 08:57:02,33.34,12463,Switzerland
544367,10219,CLASSIC WOODEN TOY,20,2023-12-16 14:22:52,12.32,,United Kingdom
538962,10175,RETRO LANTERN,24,2023-02-24 18:52:10,25.71,12399,United Kingdom
546113,10006,VINTAGE GARDEN SIGN,7,2024-01-02 09:21:17,38.14,12340,United Kingdom
547216,10235,CLASSIC GREETING CARD,17,2024-01-07 06:49:12,5.99,12182,Sweden
538629,10202,VINTAGE NOTEBOOK,19,2024-07-03 08:53:07,28.04,12462,Sweden
545392,10199,FLORAL WIND CHIME,12,2024-07-16 11:36:44,49.03,12130,United Kingdom
537209,10129,VINTAGE MUG,20,2024-06-10 06:13:53,12.88,12294,United Kingdom
539757,10208,RUSTIC FAIRY LIGHTS,14,2023-07-16 22:35:40,8.18,12276,United Kingdom
537930,10084,VINTAGE NIGHT LIGHT,20,2024-07-12 10:58:58,33.67,12192,Australia
536878,10196,STRIPED WALL CLOCK,6,2023-05-22 18:03:52,6.72,12092,Norway
538105,10081,RUSTIC GARDEN SIGN,6,2023-11-06 02:45:46,46.71,12452,Germany
542603,10205,WOODEN SPINNING TOP,8,2024-02-07 02:02:19,17.59,,Germany
537183,10225,MODERN BUILDING BLOCKS,19,2024-05-27 06:32:54,20.63,12661,United Kingdom
536638,10072,RUSTIC PLANT POT,9,2023-03-11 15:09:34,4.22,12135,Spain
544207,10099,MODERN TOY CAR,8,2024-09-23 00:39:56,8.44,12638,France
539390,10022,RETRO BUILDING BLOCKS,2,2024-08-09 12:39:19,11.22,,Norway
C537936,10033,FLORAL NOTEBOOK,-2,2024-01-03 05:54:45,22.21,12406,Germany
542231,10214,MINI FAIRY LIGHTS,9,2023-08-27 02:13:47,31.59,12062,United Kingdom
544613,10142,WOODEN CAKE STAND,1,2024-12-22 19:07:11,4.66,12615,United Kingdom
540901,10209,RETRO GARDEN SIGN,1,2024-02-24 12:17:11,49.69,12788,Netherlands
539273,10054,MINI SPINNING TOP,3,2024-08-13 01:14:30,5.49,,Belgium
545778,10081,RUSTIC GARDEN SIGN,22,2023-08-26 17:20:35,46.71,12518,Belgium
539853,10215,RUSTIC NOTEBOOK,21,2023-12-10 16:59:13,12.64,12584,Australia
545511,10089,METAL LANTERN,17,2023-10-08 14:29:49,24.86,12093,United Kingdom
546085,10137,METAL NIGHT LIGHT,12,2023-06-22 03:33:33,30.11,12627,Germany
537912,10231,PASTEL LANTERN,10,2023-11-28 18:57:43,2.83,12390,Belgium
546113,10101,MODERN WALL CLOCK,4,2024-01-02 09:21:17,46.28,12340,United Kingdom
543260,10054,MINI SPINNING TOP,9,2023-02-08 22:22:02,5.49,12190,Germany
539711,10208,RUSTIC FAIRY LIGHTS,18,2024-07-23 21:18:05,8.18,12300,United Kingdom
539196,10055,STRIPED STRING LIGHTS,16,2023-02-14 00:05:06,21.66,12099,Norway
543362,10166,MODERN BAKING TIN,-22,2023-09-10 22:38:33,13.44,12159,United Kingdom
536845,10212,PASTEL BUILDING BLOCKS,19,2023-06-14 06:15:58,49.5,,United Kingdom
541744,10227,VINTAGE WALL ART,22,2023-05-19 00:28:18,44.56,12548,Germany
543605,10070,VINTAGE LANTERN,13,2023-07-14 02:02:43,3.31,12361,Portugal
544819,10239,VINTAGE TOY CAR,19,2023-06-10 23:32:52,33.17,12123,United Kingdom
546660,10158,FLORAL MUG,9,2024-03-15 06:05:15,19.48,12437,Spain
544523,10068,FLORAL TEA TOWEL,9,2023-10-25 01:59:42,11.55,12294,United Kingdom
543423,10055,STRIPED STRING LIGHTS,1,2024-08-06 16:04:21,21.66,,United Kingdom
537815,10239,VINTAGE TOY CAR,12,2024-12-10 08:09:28,33.17,12042,France
544321,10089,METAL LANTERN,2,2024-06-27 22:16:21,24.86,12428,United Kingdom
545349,10145,MODERN PUZZLE,18,2023-02-03 00:17:36,11.36,12446,Spain
542400,10184,VINTAGE BUILDING BLOCKS,12,2023-07-05 01:07:07,25.14,12369,Spain
